,miRNA,Target Gene,Target Gene (Entrez Gene ID)
607,hsa-let-7c-5p,TRIM71,131405
608,hsa-let-7c-5p,TSC22D2,9819
609,hsa-let-7c-5p,WASL,8976
610,hsa-let-7c-5p,YOD1,55432
611,hsa-let-7c-5p,ZBTB5,9925
612,hsa-let-7c-5p,ZBTB8OS,339487
613,hsa-let-7c-5p,ZCCHC3,85364
614,hsa-let-7c-5p,ZFAND4,93550
615,hsa-let-7c-5p,ZNF200,7752
616,hsa-let-7c-5p,ZNF460,10794
617,hsa-let-7c-5p,ZNF566,84924
618,hsa-let-7c-5p,ZNF611,81856
619,hsa-let-7c-5p,ZNF774,342132
620,hsa-let-7d-5p,ABT1,29777
621,hsa-let-7d-5p,ACOT9,23597
622,hsa-let-7d-5p,ADH5,128
623,hsa-let-7d-5p,AGO1,26523
624,hsa-let-7d-5p,AK4,205
625,hsa-let-7d-5p,AKAP8,10270
626,hsa-let-7d-5p,ANKRD46,157567
627,hsa-let-7d-5p,AP1S1,1174
628,hsa-let-7d-5p,ARID3A,1820
629,hsa-let-7d-5p,ARID3B,10620
630,hsa-let-7d-5p,ATG9A,79065
631,hsa-let-7d-5p,ATP6V1F,9296
632,hsa-let-7d-5p,ATP6V1G1,9550
633,hsa-let-7d-5p,ATXN7L3B,552889
634,hsa-let-7d-5p,BEND4,389206
635,hsa-let-7d-5p,BZW1,9689
636,hsa-let-7d-5p,C11orf57,55216
637,hsa-let-7d-5p,C12orf4,57102
638,hsa-let-7d-5p,C19orf47,126526
639,hsa-let-7d-5p,C19orf53,28974
640,hsa-let-7d-5p,C1orf210,149466
641,hsa-let-7d-5p,C5orf51,285636
642,hsa-let-7d-5p,CCND1,595
643,hsa-let-7d-5p,CD59,966
644,hsa-let-7d-5p,CEP120,153241
645,hsa-let-7d-5p,CLDN12,9069
646,hsa-let-7d-5p,COIL,8161
647,hsa-let-7d-5p,COL3A1,1281
648,hsa-let-7d-5p,CRY2,1408
649,hsa-let-7d-5p,CRYGEP,200575
650,hsa-let-7d-5p,DIABLO,56616
651,hsa-let-7d-5p,DICER1,23405
652,hsa-let-7d-5p,DISC1,27185
653,hsa-let-7d-5p,DNAL1,83544
654,hsa-let-7d-5p,EIF4G2,1982
655,hsa-let-7d-5p,EMILIN2,84034
656,hsa-let-7d-5p,ESPL1,9700
657,hsa-let-7d-5p,FAM105A,54491
658,hsa-let-7d-5p,FAM43A,131583
659,hsa-let-7d-5p,FAM83G,644815
660,hsa-let-7d-5p,FBXW2,26190
661,hsa-let-7d-5p,FIGN,55137
662,hsa-let-7d-5p,FUT10,84750
663,hsa-let-7d-5p,FZD9,8326
664,hsa-let-7d-5p,GABPB1,2553
665,hsa-let-7d-5p,GNG5,2787
666,hsa-let-7d-5p,GRPEL2,134266
667,hsa-let-7d-5p,HAND1,9421
668,hsa-let-7d-5p,HASPIN,83903
669,hsa-let-7d-5p,HERPUD1,9709
670,hsa-let-7d-5p,HIST1H2BD,3017
671,hsa-let-7d-5p,HIST1H2BK,85236
672,hsa-let-7d-5p,HMGA1,3159
673,hsa-let-7d-5p,HMGA2,8091
674,hsa-let-7d-5p,IGDCC4,57722
675,hsa-let-7d-5p,IGF1R,3480
676,hsa-let-7d-5p,IGF2BP1,10642
677,hsa-let-7d-5p,IGF2BP3,10643
678,hsa-let-7d-5p,IKZF3,22806
679,hsa-let-7d-5p,IL13,3596
680,hsa-let-7d-5p,ITGA3,3675
681,hsa-let-7d-5p,KMT2D,8085
682,hsa-let-7d-5p,KPNA5,3841
683,hsa-let-7d-5p,KREMEN1,83999
684,hsa-let-7d-5p,LRIG3,121227
685,hsa-let-7d-5p,MAP2K7,5609
686,hsa-let-7d-5p,MBD2,8932
687,hsa-let-7d-5p,MCF2L2,23101
688,hsa-let-7d-5p,MDM4,4194
689,hsa-let-7d-5p,MIEF1,54471
690,hsa-let-7d-5p,MLLT10,8028
691,hsa-let-7d-5p,MTUS1,57509
692,hsa-let-7d-5p,NAA20,51126
693,hsa-let-7d-5p,NCKIPSD,51517
694,hsa-let-7d-5p,NCOA3,8202
695,hsa-let-7d-5p,NHLRC3,387921
696,hsa-let-7d-5p,NOA1,84273
697,hsa-let-7d-5p,NOM1,64434
698,hsa-let-7d-5p,NUP155,9631
699,hsa-let-7d-5p,ONECUT2,9480
700,hsa-let-7d-5p,OPA3,80207
701,hsa-let-7d-5p,PCGF3,10336
702,hsa-let-7d-5p,PDE12,201626
703,hsa-let-7d-5p,PLAGL2,5326
704,hsa-let-7d-5p,PLCG2,5336
705,hsa-let-7d-5p,PLEKHO1,51177
706,hsa-let-7d-5p,PMPCA,23203
707,hsa-let-7d-5p,POLR2D,5433
708,hsa-let-7d-5p,POTEG,404785
709,hsa-let-7d-5p,POTEM,641455
710,hsa-let-7d-5p,PPP1R15B,84919
711,hsa-let-7d-5p,RAB19,401409
712,hsa-let-7d-5p,RABL2A,11159
713,hsa-let-7d-5p,RABL2B,11158
714,hsa-let-7d-5p,RBFOX2,23543
715,hsa-let-7d-5p,RBM12B,389677
716,hsa-let-7d-5p,RDX,5962
717,hsa-let-7d-5p,RHD,6007
718,hsa-let-7d-5p,RNF44,22838
719,hsa-let-7d-5p,SEMA4C,54910
720,hsa-let-7d-5p,SLC10A7,84068
721,hsa-let-7d-5p,SLC11A2,4891
722,hsa-let-7d-5p,SLC20A1,6574
723,hsa-let-7d-5p,SLC5A6,8884
724,hsa-let-7d-5p,SMARCAD1,56916
725,hsa-let-7d-5p,SMC1A,8243
726,hsa-let-7d-5p,SMCR8,140775
727,hsa-let-7d-5p,STRN,6801
728,hsa-let-7d-5p,SYNJ2BP,55333
729,hsa-let-7d-5p,THBS1,7057
730,hsa-let-7d-5p,THEM6,51337
731,hsa-let-7d-5p,TMED4,222068
732,hsa-let-7d-5p,TMED5,50999
733,hsa-let-7d-5p,TMTC3,160418
734,hsa-let-7d-5p,TNFRSF10B,8795
735,hsa-let-7d-5p,TNFSF9,8744
736,hsa-let-7d-5p,TOMM40L,84134
737,hsa-let-7d-5p,TSC22D2,9819
738,hsa-let-7d-5p,WASL,8976
739,hsa-let-7d-5p,YOD1,55432
740,hsa-let-7d-5p,ZBTB5,9925
741,hsa-let-7d-5p,ZBTB8OS,339487
742,hsa-let-7d-5p,ZCCHC3,85364
743,hsa-let-7d-5p,ZFAND4,93550
744,hsa-let-7d-5p,ZNF200,7752
745,hsa-let-7d-5p,ZNF460,10794
746,hsa-let-7d-5p,ZNF566,84924
747,hsa-let-7d-5p,ZNF611,81856
748,hsa-let-7d-5p,ZNF644,84146
749,hsa-let-7d-5p,ZNF774,342132
750,hsa-let-7e-3p,COPS6,10980
751,hsa-let-7e-3p,COPS8,10920
752,hsa-let-7e-3p,GPS1,2873
753,hsa-let-7e-3p,PLEKHA1,59338
754,hsa-let-7e-3p,SUMO2,6613
755,hsa-let-7e-5p,ABT1,29777
756,hsa-let-7e-5p,ACOT9,23597
757,hsa-let-7e-5p,ADH5,128
758,hsa-let-7e-5p,AGO1,26523
759,hsa-let-7e-5p,AK4,205
760,hsa-let-7e-5p,AKAP8,10270
761,hsa-let-7e-5p,ANKRD46,157567
762,hsa-let-7e-5p,AP1S1,1174
763,hsa-let-7e-5p,ARID3A,1820
764,hsa-let-7e-5p,ARID3B,10620
765,hsa-let-7e-5p,ATG9A,79065
766,hsa-let-7e-5p,ATP6V1F,9296
767,hsa-let-7e-5p,ATP6V1G1,9550
768,hsa-let-7e-5p,ATXN7L3B,552889
769,hsa-let-7e-5p,AURKB,9212
770,hsa-let-7e-5p,BEND4,389206
771,hsa-let-7e-5p,BZW1,9689
772,hsa-let-7e-5p,C11orf57,55216
773,hsa-let-7e-5p,C19orf47,126526
774,hsa-let-7e-5p,C19orf53,28974
775,hsa-let-7e-5p,C1orf210,149466
776,hsa-let-7e-5p,C5orf51,285636
777,hsa-let-7e-5p,CBX5,23468
778,hsa-let-7e-5p,CCND1,595
779,hsa-let-7e-5p,CD59,966
780,hsa-let-7e-5p,CDKAL1,54901
781,hsa-let-7e-5p,CLDN12,9069
782,hsa-let-7e-5p,COIL,8161
783,hsa-let-7e-5p,CRY2,1408
784,hsa-let-7e-5p,DIABLO,56616
785,hsa-let-7e-5p,DISC1,27185
786,hsa-let-7e-5p,DNAL1,83544
787,hsa-let-7e-5p,EIF4G2,1982
788,hsa-let-7e-5p,EMILIN2,84034
789,hsa-let-7e-5p,ESPL1,9700
790,hsa-let-7e-5p,EZH2,2146
791,hsa-let-7e-5p,FAM105A,54491
792,hsa-let-7e-5p,FAM43A,131583
793,hsa-let-7e-5p,FAM83G,644815
794,hsa-let-7e-5p,FASLG,356
795,hsa-let-7e-5p,FBXW2,26190
796,hsa-let-7e-5p,FIGN,55137
797,hsa-let-7e-5p,FUT10,84750
798,hsa-let-7e-5p,FZD9,8326
799,hsa-let-7e-5p,GABPB1,2553
800,hsa-let-7e-5p,GNG5,2787
801,hsa-let-7e-5p,GRPEL2,134266
802,hsa-let-7e-5p,HASPIN,83903
803,hsa-let-7e-5p,HERPUD1,9709
804,hsa-let-7e-5p,HIST1H2BD,3017
805,hsa-let-7e-5p,HIST1H2BK,85236
806,hsa-let-7e-5p,HMGA1,3159
807,hsa-let-7e-5p,HMGA2,8091
808,hsa-let-7e-5p,IGDCC4,57722
809,hsa-let-7e-5p,IGF1,3479
810,hsa-let-7e-5p,IGF1R,3480
811,hsa-let-7e-5p,IGF2BP3,10643
812,hsa-let-7e-5p,IKZF3,22806
813,hsa-let-7e-5p,ITGA3,3675
814,hsa-let-7e-5p,KMT2D,8085
815,hsa-let-7e-5p,KPNA5,3841
816,hsa-let-7e-5p,KREMEN1,83999
817,hsa-let-7e-5p,LIN28A,79727
818,hsa-let-7e-5p,LRIG3,121227
819,hsa-let-7e-5p,MAP2K7,5609
820,hsa-let-7e-5p,MBD2,8932
821,hsa-let-7e-5p,MCF2L2,23101
822,hsa-let-7e-5p,MDM4,4194
823,hsa-let-7e-5p,MIEF1,54471
824,hsa-let-7e-5p,MLLT10,8028
825,hsa-let-7e-5p,MMP9,4318
826,hsa-let-7e-5p,MTUS1,57509
827,hsa-let-7e-5p,MYCN,4613
828,hsa-let-7e-5p,NCKIPSD,51517
829,hsa-let-7e-5p,NCOA3,8202
830,hsa-let-7e-5p,NHLRC3,387921
831,hsa-let-7e-5p,NOA1,84273
832,hsa-let-7e-5p,NOM1,64434
833,hsa-let-7e-5p,NUP155,9631
834,hsa-let-7e-5p,OPA3,80207
835,hsa-let-7e-5p,PCGF3,10336
836,hsa-let-7e-5p,PDE12,201626
837,hsa-let-7e-5p,PDP2,57546
838,hsa-let-7e-5p,PLAGL2,5326
839,hsa-let-7e-5p,PLCG2,5336
840,hsa-let-7e-5p,PLEKHO1,51177
841,hsa-let-7e-5p,PLK1,5347
842,hsa-let-7e-5p,PMPCA,23203
843,hsa-let-7e-5p,POLR2D,5433
844,hsa-let-7e-5p,POLR3D,661
845,hsa-let-7e-5p,POTEG,404785
846,hsa-let-7e-5p,POTEM,641455
847,hsa-let-7e-5p,PPP1R15B,84919
848,hsa-let-7e-5p,RAB19,401409
849,hsa-let-7e-5p,RABL2A,11159
850,hsa-let-7e-5p,RABL2B,11158
851,hsa-let-7e-5p,RBFOX2,23543
852,hsa-let-7e-5p,RBM12B,389677
853,hsa-let-7e-5p,RDX,5962
854,hsa-let-7e-5p,RHD,6007
855,hsa-let-7e-5p,RNF44,22838
856,hsa-let-7e-5p,SEMA4C,54910
857,hsa-let-7e-5p,SLC10A7,84068
858,hsa-let-7e-5p,SLC11A2,4891
859,hsa-let-7e-5p,SLC20A1,6574
860,hsa-let-7e-5p,SLC5A6,8884
861,hsa-let-7e-5p,SMARCAD1,56916
862,hsa-let-7e-5p,SMC1A,8243
863,hsa-let-7e-5p,SMCR8,140775
864,hsa-let-7e-5p,STRN,6801
865,hsa-let-7e-5p,SYNJ2BP,55333
866,hsa-let-7e-5p,THEM6,51337
867,hsa-let-7e-5p,TMED5,50999
868,hsa-let-7e-5p,TNFAIP3,7128
869,hsa-let-7e-5p,TNFRSF10B,8795
870,hsa-let-7e-5p,TNFSF9,8744
871,hsa-let-7e-5p,TOMM40L,84134
872,hsa-let-7e-5p,TSC22D2,9819
873,hsa-let-7e-5p,WASL,8976
874,hsa-let-7e-5p,WNT1,7471
875,hsa-let-7e-5p,YOD1,55432
876,hsa-let-7e-5p,ZBTB5,9925
877,hsa-let-7e-5p,ZBTB8OS,339487
878,hsa-let-7e-5p,ZCCHC3,85364
879,hsa-let-7e-5p,ZFAND4,93550
880,hsa-let-7e-5p,ZNF200,7752
881,hsa-let-7e-5p,ZNF460,10794
882,hsa-let-7e-5p,ZNF566,84924
883,hsa-let-7e-5p,ZNF611,81856
884,hsa-let-7e-5p,ZNF774,342132
885,hsa-let-7f-1-3p,ADH1B,125
886,hsa-let-7f-1-3p,ARID1B,57492
887,hsa-let-7f-1-3p,ASB11,140456
888,hsa-let-7f-1-3p,CD99,4267
889,hsa-let-7f-1-3p,CREBZF,58487
890,hsa-let-7f-1-3p,E2F8,79733
891,hsa-let-7f-1-3p,FZD5,7855
892,hsa-let-7f-1-3p,HBP1,26959
893,hsa-let-7f-1-3p,IRF2BP2,359948
894,hsa-let-7f-1-3p,KLHL15,80311
895,hsa-let-7f-1-3p,LCOR,84458
896,hsa-let-7f-1-3p,LDLR,3949
897,hsa-let-7f-1-3p,MYADM,91663
898,hsa-let-7f-1-3p,NRBF2,29982
899,hsa-let-7f-1-3p,OCIAD1,54940
900,hsa-let-7f-1-3p,PHF8,23133
901,hsa-let-7f-1-3p,PHKA1,5255
902,hsa-let-7f-1-3p,RBM12B,389677
903,hsa-let-7f-1-3p,SENP1,29843
904,hsa-let-7f-1-3p,SHOC2,8036
905,hsa-let-7f-1-3p,SLC16A14,151473
906,hsa-let-7f-1-3p,ZNF264,9422
907,hsa-let-7f-1-3p,ZNF585A,199704
908,hsa-let-7f-2-3p,ARID1B,57492
909,hsa-let-7f-2-3p,ATXN1L,342371
910,hsa-let-7f-2-3p,BRMS1L,84312
911,hsa-let-7f-2-3p,C1orf147,574431
912,hsa-let-7f-2-3p,CD99,4267
913,hsa-let-7f-2-3p,E2F8,79733
914,hsa-let-7f-2-3p,EML4,27436
915,hsa-let-7f-2-3p,GRIK3,2899
916,hsa-let-7f-2-3p,GSK3B,2932
917,hsa-let-7f-2-3p,IRF2BP2,359948
918,hsa-let-7f-2-3p,IRS1,3667
919,hsa-let-7f-2-3p,KCNK10,54207
920,hsa-let-7f-2-3p,KIF13A,63971
921,hsa-let-7f-2-3p,KLHL15,80311
922,hsa-let-7f-2-3p,LCOR,84458
923,hsa-let-7f-2-3p,MBNL1,4154
924,hsa-let-7f-2-3p,MYADM,91663
925,hsa-let-7f-2-3p,NRBF2,29982
926,hsa-let-7f-2-3p,PCK1,5105
927,hsa-let-7f-2-3p,PCMTD1,115294
928,hsa-let-7f-2-3p,PHKA1,5255
929,hsa-let-7f-2-3p,PMAIP1,5366
930,hsa-let-7f-2-3p,RBM12B,389677
931,hsa-let-7f-2-3p,SENP1,29843
932,hsa-let-7f-2-3p,SESN3,143686
933,hsa-let-7f-2-3p,SHOC2,8036
934,hsa-let-7f-2-3p,TBK1,29110
935,hsa-let-7f-2-3p,TSPAN2,10100
936,hsa-let-7f-2-3p,USP1,7398
937,hsa-let-7f-2-3p,ZNF264,9422
938,hsa-let-7f-2-3p,ZNF585A,199704
939,hsa-let-7f-2-3p,ZNF608,57507
940,hsa-let-7f-5p,ABT1,29777
941,hsa-let-7f-5p,ACOT9,23597
942,hsa-let-7f-5p,ADH5,128
943,hsa-let-7f-5p,AGO1,26523
944,hsa-let-7f-5p,AK4,205
945,hsa-let-7f-5p,AKAP8,10270
946,hsa-let-7f-5p,ANKRD46,157567
947,hsa-let-7f-5p,AP1S1,1174
948,hsa-let-7f-5p,ARID3B,10620
949,hsa-let-7f-5p,ATG9A,79065
950,hsa-let-7f-5p,ATP6V1F,9296
951,hsa-let-7f-5p,ATP6V1G1,9550
952,hsa-let-7f-5p,ATXN7L3B,552889
953,hsa-let-7f-5p,BEND4,389206
954,hsa-let-7f-5p,BZW1,9689
955,hsa-let-7f-5p,C11orf57,55216
956,hsa-let-7f-5p,C19orf47,126526
957,hsa-let-7f-5p,C19orf53,28974
958,hsa-let-7f-5p,C1orf210,149466
959,hsa-let-7f-5p,C5orf51,285636
960,hsa-let-7f-5p,CCL7,6354
961,hsa-let-7f-5p,CCND1,595
962,hsa-let-7f-5p,CD59,966
963,hsa-let-7f-5p,CDKN1A,1026
964,hsa-let-7f-5p,CLDN12,9069
965,hsa-let-7f-5p,COIL,8161
966,hsa-let-7f-5p,COPS6,10980
967,hsa-let-7f-5p,COPS8,10920
968,hsa-let-7f-5p,CRY2,1408
969,hsa-let-7f-5p,CYP19A1,1588
970,hsa-let-7f-5p,DIABLO,56616
971,hsa-let-7f-5p,DISC1,27185
972,hsa-let-7f-5p,DNAL1,83544
973,hsa-let-7f-5p,DYRK2,8445
974,hsa-let-7f-5p,EIF4G2,1982
975,hsa-let-7f-5p,ELF4,2000
976,hsa-let-7f-5p,EMILIN2,84034
977,hsa-let-7f-5p,ESPL1,9700
978,hsa-let-7f-5p,FAM105A,54491
979,hsa-let-7f-5p,FAM43A,131583
980,hsa-let-7f-5p,FAM83G,644815
981,hsa-let-7f-5p,FBXW2,26190
982,hsa-let-7f-5p,FIGN,55137
983,hsa-let-7f-5p,FUT10,84750
984,hsa-let-7f-5p,FZD9,8326
985,hsa-let-7f-5p,GABPB1,2553
986,hsa-let-7f-5p,GNG5,2787
987,hsa-let-7f-5p,GPS1,2873
988,hsa-let-7f-5p,GRPEL2,134266
989,hsa-let-7f-5p,HASPIN,83903
990,hsa-let-7f-5p,HERPUD1,9709
991,hsa-let-7f-5p,HIST1H2BD,3017
992,hsa-let-7f-5p,HIST1H2BK,85236
993,hsa-let-7f-5p,HMGA1,3159
994,hsa-let-7f-5p,HMGA2,8091
995,hsa-let-7f-5p,IGDCC4,57722
996,hsa-let-7f-5p,IGF1R,3480
997,hsa-let-7f-5p,IGF2BP1,10642
998,hsa-let-7f-5p,IGF2BP3,10643
999,hsa-let-7f-5p,IKZF3,22806
1000,hsa-let-7f-5p,IL13,3596
1001,hsa-let-7f-5p,IL6,3569
1002,hsa-let-7f-5p,ITGA3,3675
1003,hsa-let-7f-5p,KLK10,5655
1004,hsa-let-7f-5p,KLK6,5653
1005,hsa-let-7f-5p,KMT2D,8085
1006,hsa-let-7f-5p,KPNA5,3841
1007,hsa-let-7f-5p,KREMEN1,83999
1008,hsa-let-7f-5p,LRIG3,121227
1009,hsa-let-7f-5p,MAP2K7,5609
1010,hsa-let-7f-5p,MBD2,8932
1011,hsa-let-7f-5p,MCF2L2,23101
1012,hsa-let-7f-5p,MDM4,4194
1013,hsa-let-7f-5p,MEF2D,4209
1014,hsa-let-7f-5p,MIEF1,54471
1015,hsa-let-7f-5p,MLLT10,8028
1016,hsa-let-7f-5p,MTUS1,57509
1017,hsa-let-7f-5p,MYC,4609
1018,hsa-let-7f-5p,MYH9,4627
1019,hsa-let-7f-5p,NCKIPSD,51517
1020,hsa-let-7f-5p,NCOA3,8202
1021,hsa-let-7f-5p,NHLRC3,387921
1022,hsa-let-7f-5p,NOA1,84273
1023,hsa-let-7f-5p,NOM1,64434
1024,hsa-let-7f-5p,NUP155,9631
1025,hsa-let-7f-5p,OPA3,80207
1026,hsa-let-7f-5p,PCGF3,10336
1027,hsa-let-7f-5p,PDE12,201626
1028,hsa-let-7f-5p,PDGFB,5155
1029,hsa-let-7f-5p,PLAGL2,5326
1030,hsa-let-7f-5p,PLCG2,5336
1031,hsa-let-7f-5p,PLEKHO1,51177
1032,hsa-let-7f-5p,PMPCA,23203
1033,hsa-let-7f-5p,POLR2D,5433
1034,hsa-let-7f-5p,POSTN,10631
1035,hsa-let-7f-5p,POTEG,404785
1036,hsa-let-7f-5p,POTEM,641455
1037,hsa-let-7f-5p,PPP1R15B,84919
1038,hsa-let-7f-5p,PRDM1,639
1039,hsa-let-7f-5p,RAB19,401409
1040,hsa-let-7f-5p,RABL2A,11159
1041,hsa-let-7f-5p,RABL2B,11158
1042,hsa-let-7f-5p,RBFOX2,23543
1043,hsa-let-7f-5p,RBM12B,389677
1044,hsa-let-7f-5p,RDX,5962
1045,hsa-let-7f-5p,RHD,6007
1046,hsa-let-7f-5p,RNF44,22838
1047,hsa-let-7f-5p,SEMA4C,54910
1048,hsa-let-7f-5p,SLC10A7,84068
1049,hsa-let-7f-5p,SLC11A2,4891
1050,hsa-let-7f-5p,SLC20A1,6574
1051,hsa-let-7f-5p,SLC5A6,8884
1052,hsa-let-7f-5p,SMARCAD1,56916
1053,hsa-let-7f-5p,SMC1A,8243
1054,hsa-let-7f-5p,SMCR8,140775
1055,hsa-let-7f-5p,SOCS3,9021
1056,hsa-let-7f-5p,STRN,6801
1057,hsa-let-7f-5p,SYNJ2BP,55333
1058,hsa-let-7f-5p,THEM6,51337
1059,hsa-let-7f-5p,TMED5,50999
1060,hsa-let-7f-5p,TNFSF9,8744
1061,hsa-let-7f-5p,TOMM40L,84134
1062,hsa-let-7f-5p,TSC22D2,9819
1063,hsa-let-7f-5p,WASL,8976
1064,hsa-let-7f-5p,YOD1,55432
1065,hsa-let-7f-5p,ZBTB5,9925
1066,hsa-let-7f-5p,ZBTB8OS,339487
1067,hsa-let-7f-5p,ZCCHC3,85364
1068,hsa-let-7f-5p,ZFAND4,93550
1069,hsa-let-7f-5p,ZNF200,7752
1070,hsa-let-7f-5p,ZNF460,10794
1071,hsa-let-7f-5p,ZNF566,84924
1072,hsa-let-7f-5p,ZNF611,81856
1073,hsa-let-7f-5p,ZNF774,342132
1074,hsa-let-7g-3p,ACSM2B,348158
1075,hsa-let-7g-3p,ANP32B,10541
1076,hsa-let-7g-3p,ARID1A,8289
1077,hsa-let-7g-3p,CALM2,805
1078,hsa-let-7g-3p,CCL2,6347
1079,hsa-let-7g-3p,CCL5,6352
1080,hsa-let-7g-3p,CCNB1,891
1081,hsa-let-7g-3p,CKS2,1164
1082,hsa-let-7g-3p,DAZAP2,9802
1083,hsa-let-7g-3p,FKBP14,55033
1084,hsa-let-7g-3p,HMGA2,8091
1085,hsa-let-7g-3p,HMGB2,3148
1086,hsa-let-7g-3p,HMGXB4,10042
1087,hsa-let-7g-3p,INCENP,3619
1088,hsa-let-7g-3p,KLHL15,80311
1089,hsa-let-7g-3p,KPNA2,3838
1090,hsa-let-7g-3p,LHFPL6,10186
1091,hsa-let-7g-3p,LMNB2,84823
1092,hsa-let-7g-3p,MAP7,9053
1093,hsa-let-7g-3p,MRPS21,54460
1094,hsa-let-7g-3p,MYO10,4651
1095,hsa-let-7g-3p,NCL,4691
1096,hsa-let-7g-3p,PIAS1,8554
1097,hsa-let-7g-3p,RAB5C,5878
1098,hsa-let-7g-3p,RBM27,54439
1099,hsa-let-7g-3p,RTL8A,26071
1100,hsa-let-7g-3p,SEL1L3,23231
1101,hsa-let-7g-3p,SMARCA5,8467
1102,hsa-let-7g-3p,SNRPB,6628
1103,hsa-let-7g-3p,ZCCHC2,54877
1104,hsa-let-7g-5p,ABT1,29777
1105,hsa-let-7g-5p,ACOT9,23597
1106,hsa-let-7g-5p,ADH5,128
1107,hsa-let-7g-5p,AGO1,26523
1108,hsa-let-7g-5p,AK4,205
1109,hsa-let-7g-5p,AKAP8,10270
1110,hsa-let-7g-5p,AKT2,208
1111,hsa-let-7g-5p,ANKRD46,157567
1112,hsa-let-7g-5p,AP1S1,1174
1113,hsa-let-7g-5p,ARID3B,10620
1114,hsa-let-7g-5p,ATG9A,79065
1115,hsa-let-7g-5p,ATP6V1F,9296
1116,hsa-let-7g-5p,ATP6V1G1,9550
1117,hsa-let-7g-5p,ATXN7L3B,552889
1118,hsa-let-7g-5p,BCL2L1,598
1119,hsa-let-7g-5p,BEND4,389206
1120,hsa-let-7g-5p,BMI1,648
1121,hsa-let-7g-5p,BZW1,9689
1122,hsa-let-7g-5p,C11orf57,55216
1123,hsa-let-7g-5p,C19orf47,126526
1124,hsa-let-7g-5p,C19orf53,28974
1125,hsa-let-7g-5p,C1orf210,149466
1126,hsa-let-7g-5p,C5orf51,285636
1127,hsa-let-7g-5p,CASP3,836
1128,hsa-let-7g-5p,CCND1,595
1129,hsa-let-7g-5p,CD59,966
1130,hsa-let-7g-5p,CDKN2A,1029
1131,hsa-let-7g-5p,CLDN12,9069
1132,hsa-let-7g-5p,COIL,8161
1133,hsa-let-7g-5p,COL1A2,1278
1134,hsa-let-7g-5p,CRY2,1408
1135,hsa-let-7g-5p,DIABLO,56616
1136,hsa-let-7g-5p,DISC1,27185
1137,hsa-let-7g-5p,DNAL1,83544
1138,hsa-let-7g-5p,EIF4G2,1982
1139,hsa-let-7g-5p,EMILIN2,84034
1140,hsa-let-7g-5p,ESPL1,9700
1141,hsa-let-7g-5p,FAM105A,54491
1142,hsa-let-7g-5p,FAM43A,131583
1143,hsa-let-7g-5p,FAM83G,644815
1144,hsa-let-7g-5p,FBXW2,26190
1145,hsa-let-7g-5p,FIGN,55137
1146,hsa-let-7g-5p,FN1,2335
1147,hsa-let-7g-5p,FUT10,84750
1148,hsa-let-7g-5p,FZD9,8326
1149,hsa-let-7g-5p,GAB2,9846
1150,hsa-let-7g-5p,GABPB1,2553
1151,hsa-let-7g-5p,GNG5,2787
1152,hsa-let-7g-5p,GRPEL2,134266
1153,hsa-let-7g-5p,HASPIN,83903
1154,hsa-let-7g-5p,HERPUD1,9709
1155,hsa-let-7g-5p,HIST1H2BD,3017
1156,hsa-let-7g-5p,HIST1H2BK,85236
1157,hsa-let-7g-5p,HMGA1,3159
1158,hsa-let-7g-5p,HMGA2,8091
1159,hsa-let-7g-5p,IGDCC4,57722
1160,hsa-let-7g-5p,IGF1R,3480
1161,hsa-let-7g-5p,IGF2BP1,10642
1162,hsa-let-7g-5p,IGF2BP3,10643
1163,hsa-let-7g-5p,IKZF3,22806
1164,hsa-let-7g-5p,IL13,3596
1165,hsa-let-7g-5p,ITGA3,3675
1166,hsa-let-7g-5p,KMT2D,8085
1167,hsa-let-7g-5p,KPNA5,3841
1168,hsa-let-7g-5p,KRAS,3845
1169,hsa-let-7g-5p,KREMEN1,83999
1170,hsa-let-7g-5p,LRIG3,121227
1171,hsa-let-7g-5p,MAP2K7,5609
1172,hsa-let-7g-5p,MBD2,8932
1173,hsa-let-7g-5p,MCF2L2,23101
1174,hsa-let-7g-5p,MDM4,4194
1175,hsa-let-7g-5p,MIEF1,54471
1176,hsa-let-7g-5p,MLLT10,8028
1177,hsa-let-7g-5p,MTUS1,57509
1178,hsa-let-7g-5p,MYC,4609
1179,hsa-let-7g-5p,NCKIPSD,51517
1180,hsa-let-7g-5p,NCOA3,8202
1181,hsa-let-7g-5p,NHLRC3,387921
1182,hsa-let-7g-5p,NOA1,84273
1183,hsa-let-7g-5p,NOM1,64434
1184,hsa-let-7g-5p,NUP155,9631
1185,hsa-let-7g-5p,OPA3,80207
1186,hsa-let-7g-5p,PCGF3,10336
1187,hsa-let-7g-5p,PDE12,201626
1188,hsa-let-7g-5p,PLAGL2,5326
1189,hsa-let-7g-5p,PLCG2,5336
1190,hsa-let-7g-5p,PLEKHO1,51177
1191,hsa-let-7g-5p,PMPCA,23203
1192,hsa-let-7g-5p,POLR2D,5433
1193,hsa-let-7g-5p,POTEG,404785
1194,hsa-let-7g-5p,POTEM,641455
1195,hsa-let-7g-5p,PPP1R15B,84919
1196,hsa-let-7g-5p,RAB19,401409
1197,hsa-let-7g-5p,RABL2A,11159
1198,hsa-let-7g-5p,RABL2B,11158
1199,hsa-let-7g-5p,RBFOX2,23543
1200,hsa-let-7g-5p,RBM12B,389677
