,miRNA,Target Gene,Target Gene (Entrez Gene ID)
606,mmu-miR-127-3p,Bcl6,12053
607,mmu-miR-127-3p,Fcgr1,14129
608,mmu-miR-128-3p,Abhd5,67469
609,mmu-miR-128-3p,Apc2,23805
610,mmu-miR-128-3p,Arvcf,11877
611,mmu-miR-128-3p,Dcx,13193
612,mmu-miR-128-3p,E2f1,13555
613,mmu-miR-128-3p,Foxp1,108655
614,mmu-miR-128-3p,MAPK14,1432
615,mmu-miR-128-3p,Neurod6,11922
616,mmu-miR-128-3p,Nf1,18015
617,mmu-miR-128-3p,PPARA,5465
618,mmu-miR-128-3p,Pax3,18505
619,mmu-miR-128-3p,Rad51c,114714
620,mmu-miR-128-3p,Runx1,12394
621,mmu-miR-128-3p,Tmem178b,434008
622,mmu-miR-128-3p,Trem1,58217
623,mmu-miR-128-3p,Wars2,70560
624,mmu-miR-128-3p,Wfs1,22393
625,mmu-miR-129-1-3p,4930579G24Rik,75939
626,mmu-miR-129-1-3p,Adarb1,110532
627,mmu-miR-129-1-3p,Afg3l1,114896
628,mmu-miR-129-1-3p,Aida,108909
629,mmu-miR-129-1-3p,Alox12,11684
630,mmu-miR-129-1-3p,B4galnt2,14422
631,mmu-miR-129-1-3p,Cd3eap,70333
632,mmu-miR-129-1-3p,Cdh1,12550
633,mmu-miR-129-1-3p,Chic1,12212
634,mmu-miR-129-1-3p,Cks1brt,624855
635,mmu-miR-129-1-3p,Cntn2,21367
636,mmu-miR-129-1-3p,Diaph2,54004
637,mmu-miR-129-1-3p,Dph6,66632
638,mmu-miR-129-1-3p,E130311K13Rik,329659
639,mmu-miR-129-1-3p,Erich5,239368
640,mmu-miR-129-1-3p,Gad2,14417
641,mmu-miR-129-1-3p,Gemin8,237221
642,mmu-miR-129-1-3p,Gga2,74105
643,mmu-miR-129-1-3p,Gmip,78816
644,mmu-miR-129-1-3p,Hsbp1l1,66255
645,mmu-miR-129-1-3p,Il11,16156
646,mmu-miR-129-1-3p,Inip,66209
647,mmu-miR-129-1-3p,Iws1,73473
648,mmu-miR-129-1-3p,Kif1c,16562
649,mmu-miR-129-1-3p,Lrrc14b,432779
650,mmu-miR-129-1-3p,Lrrc3,237387
651,mmu-miR-129-1-3p,Magt1,67075
652,mmu-miR-129-1-3p,Med16,216154
653,mmu-miR-129-1-3p,Mettl2,52686
654,mmu-miR-129-1-3p,Ncl,17975
655,mmu-miR-129-1-3p,Ogdh,18293
656,mmu-miR-129-1-3p,Otud7b,229603
657,mmu-miR-129-1-3p,Pdk1,228026
658,mmu-miR-129-1-3p,Prss43,272643
659,mmu-miR-129-1-3p,Rp2,19889
660,mmu-miR-129-1-3p,Scn8a,20273
661,mmu-miR-129-1-3p,Sgpp2,433323
662,mmu-miR-129-1-3p,Slc17a8,216227
663,mmu-miR-129-1-3p,Slc6a2,20538
664,mmu-miR-129-1-3p,Smyd4,319822
665,mmu-miR-129-1-3p,Timm17b,21855
666,mmu-miR-129-1-3p,Tirap,117149
667,mmu-miR-129-1-3p,Ube2c,68612
668,mmu-miR-129-1-3p,Veph1,72789
669,mmu-miR-129-1-3p,Ybey,216119
670,mmu-miR-129-1-3p,Zfp148,22661
671,mmu-miR-129-1-3p,Zfp553,233887
672,mmu-miR-129-1-3p,Zfp882,382019
673,mmu-miR-129-1-3p,Zfp933,242747
674,mmu-miR-129-1-3p,Zfyve27,319740
675,mmu-miR-129-2-3p,4930579G24Rik,75939
676,mmu-miR-129-2-3p,Adarb1,110532
677,mmu-miR-129-2-3p,Afg3l1,114896
678,mmu-miR-129-2-3p,Aida,108909
679,mmu-miR-129-2-3p,Alox12,11684
680,mmu-miR-129-2-3p,B4galnt2,14422
681,mmu-miR-129-2-3p,Cd3eap,70333
682,mmu-miR-129-2-3p,Cdh1,12550
683,mmu-miR-129-2-3p,Chic1,12212
684,mmu-miR-129-2-3p,Cks1brt,624855
685,mmu-miR-129-2-3p,Cntn2,21367
686,mmu-miR-129-2-3p,Diaph2,54004
687,mmu-miR-129-2-3p,Dph6,66632
688,mmu-miR-129-2-3p,E130311K13Rik,329659
689,mmu-miR-129-2-3p,Erich5,239368
690,mmu-miR-129-2-3p,Gad2,14417
691,mmu-miR-129-2-3p,Gemin8,237221
692,mmu-miR-129-2-3p,Gga2,74105
693,mmu-miR-129-2-3p,Gmip,78816
694,mmu-miR-129-2-3p,Hsbp1l1,66255
695,mmu-miR-129-2-3p,Il11,16156
696,mmu-miR-129-2-3p,Inip,66209
697,mmu-miR-129-2-3p,Iws1,73473
698,mmu-miR-129-2-3p,Kif1c,16562
699,mmu-miR-129-2-3p,Lrrc14b,432779
700,mmu-miR-129-2-3p,Lrrc3,237387
701,mmu-miR-129-2-3p,Magt1,67075
702,mmu-miR-129-2-3p,Med16,216154
703,mmu-miR-129-2-3p,Mettl2,52686
704,mmu-miR-129-2-3p,Ncl,17975
705,mmu-miR-129-2-3p,Ogdh,18293
706,mmu-miR-129-2-3p,Otud7b,229603
707,mmu-miR-129-2-3p,Pdk1,228026
708,mmu-miR-129-2-3p,Prss43,272643
709,mmu-miR-129-2-3p,Rp2,19889
710,mmu-miR-129-2-3p,Scn8a,20273
711,mmu-miR-129-2-3p,Sgpp2,433323
712,mmu-miR-129-2-3p,Slc17a8,216227
713,mmu-miR-129-2-3p,Slc6a2,20538
714,mmu-miR-129-2-3p,Smyd4,319822
715,mmu-miR-129-2-3p,Timm17b,21855
716,mmu-miR-129-2-3p,Tirap,117149
717,mmu-miR-129-2-3p,Ube2c,68612
718,mmu-miR-129-2-3p,Veph1,72789
719,mmu-miR-129-2-3p,Ybey,216119
720,mmu-miR-129-2-3p,Zfp148,22661
721,mmu-miR-129-2-3p,Zfp553,233887
722,mmu-miR-129-2-3p,Zfp882,382019
723,mmu-miR-129-2-3p,Zfp933,242747
724,mmu-miR-129-2-3p,Zfyve27,319740
725,mmu-miR-129-5p,Afg3l1,114896
726,mmu-miR-129-5p,Asph,65973
727,mmu-miR-129-5p,Atg10,66795
728,mmu-miR-129-5p,Bace1,23821
729,mmu-miR-129-5p,Borcs7,66439
730,mmu-miR-129-5p,Cadm2,239857
731,mmu-miR-129-5p,Cpeb3,208922
732,mmu-miR-129-5p,Ctbp2,13017
733,mmu-miR-129-5p,Cytip,227929
734,mmu-miR-129-5p,Daxx,13163
735,mmu-miR-129-5p,Efna5,13640
736,mmu-miR-129-5p,Fam126b,213056
737,mmu-miR-129-5p,Fkbp6,94244
738,mmu-miR-129-5p,Fndc3b,72007
739,mmu-miR-129-5p,Fsd1l,319636
740,mmu-miR-129-5p,Gabpb2,213054
741,mmu-miR-129-5p,Gad2,14417
742,mmu-miR-129-5p,Il11,16156
743,mmu-miR-129-5p,Kif1c,16562
744,mmu-miR-129-5p,Lsm12,268490
745,mmu-miR-129-5p,Magt1,67075
746,mmu-miR-129-5p,Mau2,74549
747,mmu-miR-129-5p,Mkrn2os,70291
748,mmu-miR-129-5p,Nras,18176
749,mmu-miR-129-5p,Nsd2,107823
750,mmu-miR-129-5p,Otud7b,229603
751,mmu-miR-129-5p,Pknox1,18771
752,mmu-miR-129-5p,Ptchd4,627626
753,mmu-miR-129-5p,Rbm47,245945
754,mmu-miR-129-5p,Runx1t1,12395
755,mmu-miR-129-5p,Slc7a10,53896
756,mmu-miR-129-5p,Sp3,20687
757,mmu-miR-129-5p,Stx8,55943
758,mmu-miR-129-5p,Stxbp5,78808
759,mmu-miR-129-5p,Timm17b,21855
760,mmu-miR-129-5p,Tirap,117149
761,mmu-miR-129-5p,Ube2c,68612
762,mmu-miR-129-5p,Xpo7,65246
763,mmu-miR-129-5p,Zzz3,108946
764,mmu-miR-1298-5p,Aqp3,11828
765,mmu-miR-1298-5p,Atl2,56298
766,mmu-miR-1298-5p,Fam160b2,239170
767,mmu-miR-1298-5p,Nus1,52014
768,mmu-miR-1306-5p,Frmd3,242506
769,mmu-miR-1306-5p,Map3k7,26409
770,mmu-miR-1306-5p,Ptprb,19263
771,mmu-miR-1306-5p,Tpmt,22017
772,mmu-miR-130a-3p,Atxn1,20238
773,mmu-miR-130a-3p,Il6st,16195
774,mmu-miR-130a-3p,Irf1,16362
775,mmu-miR-130a-3p,Meox2,17286
776,mmu-miR-130a-3p,Zfpm2,22762
777,mmu-miR-130b-3p,Irf1,16362
778,mmu-miR-130b-3p,Meox2,17286
779,mmu-miR-130b-3p,Tgfb1,21803
780,mmu-miR-132-3p,Ache,11423
781,mmu-miR-132-3p,Arhgap32,330914
782,mmu-miR-132-3p,Btg2,12227
783,mmu-miR-132-3p,Ep300,328572
784,mmu-miR-132-3p,Foxo3,56484
785,mmu-miR-132-3p,Kdm5a,214899
786,mmu-miR-132-3p,Mapt,17762
787,mmu-miR-132-3p,Mecp2,17257
788,mmu-miR-132-3p,Mmp9,17395
789,mmu-miR-132-3p,Nr4a2,18227
790,mmu-miR-132-3p,Paip2,67869
791,mmu-miR-132-3p,Ptbp2,56195
792,mmu-miR-132-3p,Rgs7bp,52882
793,mmu-miR-132-3p,Rictor,78757
794,mmu-miR-132-3p,Sox4,20677
795,mmu-miR-132-3p,Vmp1,75909
796,mmu-miR-133a-3p,Adcy6,11512
797,mmu-miR-133a-3p,Adrb1,11554
798,mmu-miR-133a-3p,Casp9,12371
799,mmu-miR-133a-3p,Ccnd2,12444
800,mmu-miR-133a-3p,Cdc42,12540
801,mmu-miR-133a-3p,Igf1r,16001
802,mmu-miR-133a-3p,Kcnmb1,16533
803,mmu-miR-133a-3p,Nelfa,24116
804,mmu-miR-133a-3p,Nfatc4,73181
805,mmu-miR-133a-3p,Prdm16,70673
806,mmu-miR-133a-3p,Prkacb,18749
807,mmu-miR-133a-3p,Rapgef3,223864
808,mmu-miR-133a-3p,Rhoa,11848
809,mmu-miR-133a-3p,Runx2,12393
810,mmu-miR-133a-3p,Srf,20807
811,mmu-miR-133a-3p,Ucp2,22228
812,mmu-miR-133a-5p,Ilf3,16201
813,mmu-miR-133a-5p,Rbpj,19664
814,mmu-miR-133b-3p,Foxl2,26927
815,mmu-miR-133b-3p,Pitx3,18742
816,mmu-miR-133b-3p,Ptbp2,56195
817,mmu-miR-134-5p,Cd86,12524
818,mmu-miR-134-5p,Chrdl1,83453
819,mmu-miR-134-5p,Creb1,12912
820,mmu-miR-134-5p,Dcx,13193
821,mmu-miR-134-5p,Fadd,14082
822,mmu-miR-134-5p,Gnao1,14681
823,mmu-miR-134-5p,Limk1,16885
824,mmu-miR-134-5p,Nanog,71950
825,mmu-miR-134-5p,Nr5a2,26424
826,mmu-miR-134-5p,Prrc2b,227723
827,mmu-miR-134-5p,Pum2,80913
828,mmu-miR-134-5p,Runx1t1,12395
829,mmu-miR-134-5p,Snai2,20583
830,mmu-miR-134-5p,Sox2,20674
831,mmu-miR-135a-5p,Adamts14,237360
832,mmu-miR-135a-5p,Nr3c2,110784
833,mmu-miR-135a-5p,Nup133,234865
834,mmu-miR-135a-5p,Smad5,17129
835,mmu-miR-135b-5p,Adamts14,237360
836,mmu-miR-135b-5p,Il1r1,16177
837,mmu-miR-135b-5p,Nup133,234865
838,mmu-miR-136-5p,Aqp3,11828
839,mmu-miR-136-5p,Cpeb3,208922
840,mmu-miR-136-5p,Epb41l1,13821
841,mmu-miR-136-5p,Galnt13,271786
842,mmu-miR-136-5p,Lhfpl4,269788
843,mmu-miR-136-5p,Mysm1,320713
844,mmu-miR-136-5p,Olig3,94222
845,mmu-miR-136-5p,Vmn1r58,81014
846,mmu-miR-137-3p,Ezh2,14056
847,mmu-miR-137-3p,Nf1,18015
848,mmu-miR-137-3p,Nr1i3,12355
849,mmu-miR-137-3p,Tbx3,21386
850,mmu-miR-138-5p,Birc5,11799
851,mmu-miR-138-5p,Egr2,13654
852,mmu-miR-138-5p,Jun,16476
853,mmu-miR-138-5p,Kdm6b,216850
854,mmu-miR-138-5p,SIRT1,23411
855,mmu-miR-138-5p,Sirt1,93759
856,mmu-miR-138-5p,Sox2,20674
857,mmu-miR-138-5p,Trp53,22059
858,mmu-miR-139-5p,2810021J22Rik,69944
859,mmu-miR-139-5p,Commd8,27784
860,mmu-miR-139-5p,Cracr2b,213573
861,mmu-miR-139-5p,Cwc25,67480
862,mmu-miR-139-5p,Dll3,13389
863,mmu-miR-139-5p,Dnase2a,13423
864,mmu-miR-139-5p,Foxo1,56458
865,mmu-miR-139-5p,Gas2l3,237436
866,mmu-miR-139-5p,Gfpt1,14583
867,mmu-miR-139-5p,Gng2,14702
868,mmu-miR-139-5p,Gngt1,14699
869,mmu-miR-139-5p,Hnrnpab,15384
870,mmu-miR-139-5p,Inpp5e,64436
871,mmu-miR-139-5p,Irs1,16367
872,mmu-miR-139-5p,Lix1,66643
873,mmu-miR-139-5p,Lrrc58,320184
874,mmu-miR-139-5p,Mrpl40,18100
875,mmu-miR-139-5p,Mzt1,76789
876,mmu-miR-139-5p,Nanog,71950
877,mmu-miR-139-5p,Notch1,18128
878,mmu-miR-139-5p,Osbpl8,237542
879,mmu-miR-139-5p,Pfkl,18641
880,mmu-miR-139-5p,Rho,212541
881,mmu-miR-139-5p,Smco1,69576
882,mmu-miR-139-5p,Tmem206,66950
883,mmu-miR-139-5p,Ubac1,98766
884,mmu-miR-139-5p,Ybey,216119
885,mmu-miR-139-5p,Zdhhc3,69035
886,mmu-miR-139-5p,Zfp11,22648
887,mmu-miR-140-3p,Fn1,14268
888,mmu-miR-140-5p,Ccsap,73420
889,mmu-miR-140-5p,Cxcl12,20315
890,mmu-miR-140-5p,Hdac4,208727
891,mmu-miR-140-5p,Ostm1,14628
892,mmu-miR-140-5p,Smad3,17127
893,mmu-miR-140-5p,Tgfbr1,21812
894,mmu-miR-140-5p,Wnt11,22411
895,mmu-miR-140-5p,asp1,11893
896,mmu-miR-141-3p,Cdh11,12552
897,mmu-miR-141-3p,Dlx5,13395
898,mmu-miR-141-3p,Igf2,16002
899,mmu-miR-141-3p,Lsm12,268490
900,mmu-miR-141-3p,MNX1,3110
901,mmu-miR-141-3p,Mapk14,26416
902,mmu-miR-141-3p,Slc23a2,54338
903,mmu-miR-141-3p,Slc25a3,18674
904,mmu-miR-141-3p,Tgfb2,21808
905,mmu-miR-141-3p,Zeb1,21417
906,mmu-miR-141-3p,Zeb2,24136
907,mmu-miR-141-5p,Sdc2,15529
908,mmu-miR-142a-3p,Adcy9,11515
909,mmu-miR-142a-3p,Arntl,11865
910,mmu-miR-142a-3p,Egfl6,54156
911,mmu-miR-142a-3p,Hmgb1,15289
912,mmu-miR-142a-3p,Il6st,16195
913,mmu-miR-142a-3p,Irak1,16179
914,mmu-miR-142a-3p,Shc4,271849
915,mmu-miR-142a-3p,Smarca2,67155
916,mmu-miR-142a-5p,Becn1,56208
917,mmu-miR-142a-5p,Cd28,12487
918,mmu-miR-142a-5p,Fam227a,75729
919,mmu-miR-142a-5p,Smtnl2,276829
920,mmu-miR-142a-5p,Wwp1,107568
921,mmu-miR-143-3p,Dnmt3a,13435
922,mmu-miR-143-3p,Elk1,13712
923,mmu-miR-143-3p,Igfbp5,16011
924,mmu-miR-143-3p,Kras,16653
925,mmu-miR-143-3p,Map3k7,26409
926,mmu-miR-143-3p,Prkce,18754
927,mmu-miR-143-3p,Ptn,19242
928,mmu-miR-143-3p,Rreb1,68750
929,mmu-miR-143-3p,Vcan,13003
930,mmu-miR-143-5p,Apc,11789
931,mmu-miR-143-5p,Dnmt3b,13436
932,mmu-miR-143-5p,Fosl1,14283
933,mmu-miR-144-3p,Abca1,11303
934,mmu-miR-144-3p,Cab39,12283
935,mmu-miR-144-3p,Car10,72605
936,mmu-miR-144-3p,Enpp6,320981
937,mmu-miR-144-3p,Gja5,14613
938,mmu-miR-144-3p,Prkaa1,105787
939,mmu-miR-144-3p,Pten,19211
940,mmu-miR-144-3p,Spred1,114715
941,mmu-miR-144-3p,Traf6,22034
942,mmu-miR-144-3p,Zbtb34,241311
943,mmu-miR-145a-5p,Acvr1b,11479
944,mmu-miR-145a-5p,CBFB,865
945,mmu-miR-145a-5p,Camk2d,108058
946,mmu-miR-145a-5p,Ccnd2,12444
947,mmu-miR-145a-5p,Cog7,233824
948,mmu-miR-145a-5p,Dusp18,75219
949,mmu-miR-145a-5p,Foxo1,56458
950,mmu-miR-145a-5p,Hoxa9,15405
951,mmu-miR-145a-5p,Irs1,16367
952,mmu-miR-145a-5p,Klf4,16600
953,mmu-miR-145a-5p,Klf5,12224
954,mmu-miR-145a-5p,Kras,16653
955,mmu-miR-145a-5p,Nr4a2,18227
956,mmu-miR-145a-5p,Prkce,18754
957,mmu-miR-145a-5p,Rreb1,68750
958,mmu-miR-145a-5p,Sox9,20682
959,mmu-miR-145a-5p,Sp7,170574
960,mmu-miR-145b,Cited2,17684
961,mmu-miR-146a-3p,Camk2d,108058
962,mmu-miR-146a-3p,Erbb4,13869
963,mmu-miR-146a-3p,Irak1,16179
964,mmu-miR-146a-3p,Notch1,18128
965,mmu-miR-146a-3p,Tgif1,21815
966,mmu-miR-146a-3p,Traf6,22034
967,mmu-miR-146a-5p,Camk2a,12322
968,mmu-miR-146a-5p,Camk2d,108058
969,mmu-miR-146a-5p,EGR1,1958
970,mmu-miR-146a-5p,Hes1,15205
971,mmu-miR-146a-5p,IRAK1,3654
972,mmu-miR-146a-5p,Ifng,15978
973,mmu-miR-146a-5p,Irak1,16179
974,mmu-miR-146a-5p,Irak2,108960
975,mmu-miR-146a-5p,Map1b,17755
976,mmu-miR-146a-5p,Med1,19014
977,mmu-miR-146a-5p,Nos2,18126
978,mmu-miR-146a-5p,Notch1,18128
979,mmu-miR-146a-5p,Pparg,19016
980,mmu-miR-146a-5p,Ppp3r2,19059
981,mmu-miR-146a-5p,RNF11,26994
982,mmu-miR-146a-5p,Rc3h1,381305
983,mmu-miR-146a-5p,Relb,19698
984,mmu-miR-146a-5p,Slc47a1,67473
985,mmu-miR-146a-5p,Stat1,20846
986,mmu-miR-146a-5p,TRAF6,7189
987,mmu-miR-146a-5p,Tgif1,21815
988,mmu-miR-146a-5p,Traf6,22034
989,mmu-miR-146a-5p,Wnt1,22408
990,mmu-miR-146a-5p,Wnt5a,22418
991,mmu-miR-146b-5p,Camk2a,12322
992,mmu-miR-146b-5p,IRF5,3663
993,mmu-miR-146b-5p,Nfkb1,18033
994,mmu-miR-146b-5p,Notch1,18128
995,mmu-miR-146b-5p,Sirt1,93759
996,mmu-miR-146b-5p,Slc47a1,67473
997,mmu-miR-146b-5p,Smad4,17128
998,mmu-miR-148a-3p,Camk2a,12322
999,mmu-miR-148a-3p,Dnmt1,13433
1000,mmu-miR-148a-3p,Grik3,14807
1001,mmu-miR-148a-3p,Itgb3,16416
1002,mmu-miR-148a-3p,Kdm6b,216850
1003,mmu-miR-148a-3p,Met,17295
1004,mmu-miR-148a-3p,Pten,19211
1005,mmu-miR-148a-3p,Rad51c,114714
1006,mmu-miR-148a-3p,Rock1,19877
1007,mmu-miR-148a-3p,Tmem178b,434008
1008,mmu-miR-148a-3p,Wnt1,22408
1009,mmu-miR-148b-3p,CYBB,1536
1010,mmu-miR-148b-3p,Camk2a,12322
1011,mmu-miR-148b-3p,Dnmt1,13433
1012,mmu-miR-148b-3p,Grik3,14807
1013,mmu-miR-148b-3p,Itgb3,16416
1014,mmu-miR-148b-3p,Rad51c,114714
1015,mmu-miR-148b-3p,Tmem178b,434008
1016,mmu-miR-149-5p,BC003965,214489
1017,mmu-miR-149-5p,Borcs7,66439
1018,mmu-miR-149-5p,Ephb3,13845
1019,mmu-miR-149-5p,Erich5,239368
1020,mmu-miR-149-5p,Fbxl16,214931
1021,mmu-miR-149-5p,Kcnk6,52150
1022,mmu-miR-149-5p,Mapkap1,227743
1023,mmu-miR-149-5p,Mylip,218203
1024,mmu-miR-149-5p,Nol10,217431
1025,mmu-miR-149-5p,PRDM16,63976
1026,mmu-miR-149-5p,Ybx1,22608
1027,mmu-miR-149-5p,Zyg11b,414872
1028,mmu-miR-150-5p,Akt1,11651
1029,mmu-miR-150-5p,Camk4,12326
1030,mmu-miR-150-5p,Cbl,12402
1031,mmu-miR-150-5p,Cds2,110911
1032,mmu-miR-150-5p,Chek2,50883
1033,mmu-miR-150-5p,Cxcr4,12767
1034,mmu-miR-150-5p,Egr2,13654
1035,mmu-miR-150-5p,Elk1,13712
1036,mmu-miR-150-5p,Gad2,14417
1037,mmu-miR-150-5p,Grap,71520
1038,mmu-miR-150-5p,Myb,17863
1039,mmu-miR-150-5p,Myd88,17874
1040,mmu-miR-150-5p,Pdgfb,18591
1041,mmu-miR-150-5p,Ppargc1a,19017
1042,mmu-miR-150-5p,Prdm16,70673
1043,mmu-miR-150-5p,Ripk2,192656
1044,mmu-miR-150-5p,Srf,20807
1045,mmu-miR-150-5p,Tmem38b,52076
1046,mmu-miR-150-5p,Tprkb,69786
1047,mmu-miR-150-5p,Unc5b,107449
1048,mmu-miR-150-5p,Vegfa,22339
1049,mmu-miR-150-5p,Zfp36l1,12192
1050,mmu-miR-151-5p,Cracr2b,213573
1051,mmu-miR-151-5p,Il4ra,16190
1052,mmu-miR-152-3p,Camk2a,12322
1053,mmu-miR-152-3p,Dnmt1,13433
1054,mmu-miR-152-3p,Grik3,14807
1055,mmu-miR-152-3p,Itgb3,16416
1056,mmu-miR-152-3p,Pten,19211
1057,mmu-miR-152-3p,Rad51c,114714
1058,mmu-miR-152-3p,Tmem178b,434008
1059,mmu-miR-153-3p,Cacna1c,12288
1060,mmu-miR-153-3p,Clcn4,12727
1061,mmu-miR-153-3p,Cltc,67300
1062,mmu-miR-153-3p,E130311K13Rik,329659
1063,mmu-miR-153-3p,Slc4a4,54403
1064,mmu-miR-153-3p,Tbx3,21386
1065,mmu-miR-154-5p,Wnt11,22411
1066,mmu-miR-155-3p,Ces3a,382053
1067,mmu-miR-155-3p,Dnajb1,81489
1068,mmu-miR-155-3p,Dnajb2,56812
1069,mmu-miR-155-3p,Mitf,17342
1070,mmu-miR-155-3p,Socs1,12703
1071,mmu-miR-155-5p,Abhd16a,193742
1072,mmu-miR-155-5p,Aicda,11628
1073,mmu-miR-155-5p,Arntl,11865
1074,mmu-miR-155-5p,Bach1,12013
1075,mmu-miR-155-5p,CISH,1154
1076,mmu-miR-155-5p,Cd209a,170786
1077,mmu-miR-155-5p,Cebpb,12608
1078,mmu-miR-155-5p,Cldn1,12737
1079,mmu-miR-155-5p,Csnk1a1,93687
1080,mmu-miR-155-5p,Fadd,14082
1081,mmu-miR-155-5p,Fgf7,14178
1082,mmu-miR-155-5p,Fos,14281
1083,mmu-miR-155-5p,Gsk3b,56637
1084,mmu-miR-155-5p,Hdac4,208727
1085,mmu-miR-155-5p,Ikbke,56489
1086,mmu-miR-155-5p,Inpp5d,16331
1087,mmu-miR-155-5p,Jarid2,16468
1088,mmu-miR-155-5p,Lpin1,14245
1089,mmu-miR-155-5p,Maf,17132
1090,mmu-miR-155-5p,Nr1h3,22259
1091,mmu-miR-155-5p,Pea15a,18611
1092,mmu-miR-155-5p,Pmaip1,58801
1093,mmu-miR-155-5p,Rheb,19744
1094,mmu-miR-155-5p,Rhoa,11848
1095,mmu-miR-155-5p,Rictor,78757
1096,mmu-miR-155-5p,Ripk1,19766
1097,mmu-miR-155-5p,SOCS1,8651
1098,mmu-miR-155-5p,Sfpi1,20375
1099,mmu-miR-155-5p,Socs1,12703
1100,mmu-miR-155-5p,Tab2,68652
1101,mmu-miR-155-5p,Trp53inp1,60599
1102,mmu-miR-155-5p,Tspan14,52588
1103,mmu-miR-15a-5p,Armcx6,278097
1104,mmu-miR-15a-5p,Bcl11b,58208
1105,mmu-miR-15a-5p,Bcl2,12043
1106,mmu-miR-15a-5p,Bicd1,12121
1107,mmu-miR-15a-5p,Cadm1,54725
1108,mmu-miR-15a-5p,Ccnd1,12443
1109,mmu-miR-15a-5p,Ccnt2,72949
1110,mmu-miR-15a-5p,Cd40,21939
1111,mmu-miR-15a-5p,Creb5,231991
1112,mmu-miR-15a-5p,Dhdh,71755
1113,mmu-miR-15a-5p,Eln,13717
1114,mmu-miR-15a-5p,Fbxo21,231670
1115,mmu-miR-15a-5p,Fgf2,14173
1116,mmu-miR-15a-5p,Irgq,210146
1117,mmu-miR-15a-5p,Klc1,16593
1118,mmu-miR-15a-5p,Mapkap1,227743
1119,mmu-miR-15a-5p,Tacc1,320165
1120,mmu-miR-15a-5p,Vegfa,22339
1121,mmu-miR-15a-5p,Wnt3a,22416
1122,mmu-miR-15b-5p,Arl2,56327
1123,mmu-miR-15b-5p,Armcx6,278097
1124,mmu-miR-15b-5p,Bcl2l2,12050
1125,mmu-miR-15b-5p,Bicd1,12121
1126,mmu-miR-15b-5p,Dedd,21945
1127,mmu-miR-15b-5p,Dhdh,71755
1128,mmu-miR-15b-5p,Fbxo21,231670
1129,mmu-miR-15b-5p,Irgq,210146
1130,mmu-miR-15b-5p,Klc1,16593
1131,mmu-miR-15b-5p,Mapkap1,227743
1132,mmu-miR-15b-5p,Nr2c2,22026
1133,mmu-miR-15b-5p,Tacc1,320165
1134,mmu-miR-16-5p,App,11820
1135,mmu-miR-16-5p,Arl2,56327
1136,mmu-miR-16-5p,Armcx6,278097
1137,mmu-miR-16-5p,Bcl2,12043
1138,mmu-miR-16-5p,Bcl2l2,12050
1139,mmu-miR-16-5p,Bicd1,12121
1140,mmu-miR-16-5p,Cadm1,54725
1141,mmu-miR-16-5p,Ccnd1,12443
1142,mmu-miR-16-5p,Ccne1,12447
1143,mmu-miR-16-5p,Cd274,60533
1144,mmu-miR-16-5p,Cd40,21939
1145,mmu-miR-16-5p,Dhdh,71755
1146,mmu-miR-16-5p,Fbxo21,231670
1147,mmu-miR-16-5p,Fgf2,14173
1148,mmu-miR-16-5p,Irgq,210146
1149,mmu-miR-16-5p,Jag1,16449
1150,mmu-miR-16-5p,Jun,16476
1151,mmu-miR-16-5p,Klc1,16593
1152,mmu-miR-16-5p,Mapkap1,227743
1153,mmu-miR-16-5p,Mdm4,17248
1154,mmu-miR-16-5p,Plpp3,67916
1155,mmu-miR-16-5p,Slc6a4,15567
1156,mmu-miR-16-5p,Tacc1,320165
1157,mmu-miR-16-5p,Vegfa,22339
1158,mmu-miR-16-5p,Wnt3a,22416
1159,mmu-miR-17-3p,Hif1a,15251
1160,mmu-miR-17-3p,Pawr,114774
1161,mmu-miR-17-3p,Txnip,56338
1162,mmu-miR-17-3p,Vegfa,22339
1163,mmu-miR-17-5p,Bcl2l11,12125
1164,mmu-miR-17-5p,Bmpr2,12168
1165,mmu-miR-17-5p,Cd28,12487
1166,mmu-miR-17-5p,Dnmt3a,13435
1167,mmu-miR-17-5p,Egln1,112405
1168,mmu-miR-17-5p,Fam227a,75729
1169,mmu-miR-17-5p,Fgf10,14165
1170,mmu-miR-17-5p,Foxp1,108655
1171,mmu-miR-17-5p,Hbp1,73389
1172,mmu-miR-17-5p,Mapk14,26416
1173,mmu-miR-17-5p,Mcl1,17210
1174,mmu-miR-17-5p,Osr1,23967
1175,mmu-miR-17-5p,Piwil2,57746
1176,mmu-miR-17-5p,Pten,19211
1177,mmu-miR-17-5p,Rbl2,19651
1178,mmu-miR-17-5p,Shox2,20429
1179,mmu-miR-17-5p,Smad5,17129
1180,mmu-miR-17-5p,Sqstm1,18412
1181,mmu-miR-17-5p,Stat3,20848
1182,mmu-miR-17-5p,Tbx3,21386
1183,mmu-miR-17-5p,Tceal1,237052
1184,mmu-miR-17-5p,Tcf7l2,21416
1185,mmu-miR-17-5p,Timp1,21857
1186,mmu-miR-17-5p,Timp2,21858
1187,mmu-miR-17-5p,Trp53inp1,60599
1188,mmu-miR-17-5p,Ubxn2a,217379
1189,mmu-miR-17-5p,Ulk1,22241
1190,mmu-miR-17-5p,Vegfa,22339
1191,mmu-miR-17-5p,Zfpm2,22762
